## structure_ID, 8_pattern_parameters, symmetric_structure_ID
130, ((0.0, 0.0), (0.0, 0.0), (126.5696, 140.0), (177.1975, 140.0))
131, ((0.0, 0.0), (0.0, 0.0), (177.1975, 60.0), (0.0, 0.0))
132, ((0.0, 0.0), (0.0, 0.0), (177.1975, 60.0), (25.3139, 60.0))
133, ((0.0, 0.0), (0.0, 0.0), (177.1975, 60.0), (25.3139, 100.0))
134, ((0.0, 0.0), (0.0, 0.0), (177.1975, 60.0), (25.3139, 140.0))
135, ((0.0, 0.0), (0.0, 0.0), (177.1975, 60.0), (75.9418, 60.0))
136, ((0.0, 0.0), (0.0, 0.0), (177.1975, 60.0), (75.9418, 100.0))
137, ((0.0, 0.0), (0.0, 0.0), (177.1975, 60.0), (75.9418, 140.0))
138, ((0.0, 0.0), (0.0, 0.0), (177.1975, 60.0), (126.5696, 60.0))
139, ((0.0, 0.0), (0.0, 0.0), (177.1975, 60.0), (126.5696, 100.0))
140, ((0.0, 0.0), (0.0, 0.0), (177.1975, 60.0), (126.5696, 140.0))
141, ((0.0, 0.0), (0.0, 0.0), (177.1975, 60.0), (177.1975, 60.0))
142, ((0.0, 0.0), (0.0, 0.0), (177.1975, 60.0), (177.1975, 100.0))
143, ((0.0, 0.0), (0.0, 0.0), (177.1975, 60.0), (177.1975, 140.0))
144, ((0.0, 0.0), (0.0, 0.0), (177.1975, 100.0), (0.0, 0.0))
145, ((0.0, 0.0), (0.0, 0.0), (177.1975, 100.0), (25.3139, 60.0))
146, ((0.0, 0.0), (0.0, 0.0), (177.1975, 100.0), (25.3139, 100.0))
147, ((0.0, 0.0), (0.0, 0.0), (177.1975, 100.0), (25.3139, 140.0))
148, ((0.0, 0.0), (0.0, 0.0), (177.1975, 100.0), (75.9418, 60.0))
149, ((0.0, 0.0), (0.0, 0.0), (177.1975, 100.0), (75.9418, 100.0))
150, ((0.0, 0.0), (0.0, 0.0), (177.1975, 100.0), (75.9418, 140.0))
151, ((0.0, 0.0), (0.0, 0.0), (177.1975, 100.0), (126.5696, 60.0))
152, ((0.0, 0.0), (0.0, 0.0), (177.1975, 100.0), (126.5696, 100.0))
153, ((0.0, 0.0), (0.0, 0.0), (177.1975, 100.0), (126.5696, 140.0))
154, ((0.0, 0.0), (0.0, 0.0), (177.1975, 100.0), (177.1975, 60.0))
155, ((0.0, 0.0), (0.0, 0.0), (177.1975, 100.0), (177.1975, 100.0))
156, ((0.0, 0.0), (0.0, 0.0), (177.1975, 100.0), (177.1975, 140.0))
157, ((0.0, 0.0), (0.0, 0.0), (177.1975, 140.0), (0.0, 0.0))
158, ((0.0, 0.0), (0.0, 0.0), (177.1975, 140.0), (25.3139, 60.0))
159, ((0.0, 0.0), (0.0, 0.0), (177.1975, 140.0), (25.3139, 100.0))
160, ((0.0, 0.0), (0.0, 0.0), (177.1975, 140.0), (25.3139, 140.0))
161, ((0.0, 0.0), (0.0, 0.0), (177.1975, 140.0), (75.9418, 60.0))
162, ((0.0, 0.0), (0.0, 0.0), (177.1975, 140.0), (75.9418, 100.0))
163, ((0.0, 0.0), (0.0, 0.0), (177.1975, 140.0), (75.9418, 140.0))
164, ((0.0, 0.0), (0.0, 0.0), (177.1975, 140.0), (126.5696, 60.0))
165, ((0.0, 0.0), (0.0, 0.0), (177.1975, 140.0), (126.5696, 100.0))
166, ((0.0, 0.0), (0.0, 0.0), (177.1975, 140.0), (126.5696, 140.0))
167, ((0.0, 0.0), (0.0, 0.0), (177.1975, 140.0), (177.1975, 60.0))
168, ((0.0, 0.0), (0.0, 0.0), (177.1975, 140.0), (177.1975, 100.0))
169, ((0.0, 0.0), (0.0, 0.0), (177.1975, 140.0), (177.1975, 140.0))
170, ((0.0, 0.0), (25.3139, 60.0), (0.0, 0.0), (0.0, 0.0))
171, ((0.0, 0.0), (25.3139, 60.0), (0.0, 0.0), (25.3139, 60.0))
172, ((0.0, 0.0), (25.3139, 60.0), (0.0, 0.0), (25.3139, 100.0))
173, ((0.0, 0.0), (25.3139, 60.0), (0.0, 0.0), (25.3139, 140.0))
174, ((0.0, 0.0), (25.3139, 60.0), (0.0, 0.0), (75.9418, 60.0))
175, ((0.0, 0.0), (25.3139, 60.0), (0.0, 0.0), (75.9418, 100.0))
176, ((0.0, 0.0), (25.3139, 60.0), (0.0, 0.0), (75.9418, 140.0))
177, ((0.0, 0.0), (25.3139, 60.0), (0.0, 0.0), (126.5696, 60.0))
178, ((0.0, 0.0), (25.3139, 60.0), (0.0, 0.0), (126.5696, 100.0))
