## pattern_ID, initial_length, broken_length, max_stress(GPa)
1	202.347	235.68	13.7941
2	202.347	217.547	6.8444
3	202.347	214.613	5.0884
4	202.347	213.547	3.4865
5	202.347	216.48	7.418
6	202.347	214.613	5.252
7	202.347	214.88	3.743
8	202.347	215.413	6.1926
9	202.347	215.947	5.4919
10	202.347	214.08	3.7829
11	202.347	217.28	7.6702
12	202.347	216.747	5.45
13	202.347	215.413	3.9681
14	202.347	219.68	6.8822
15	202.347	219.68	7.4649
16	202.347	217.28	5.4567
17	202.347	214.347	3.3931
18	202.347	215.413	5.8335
19	202.347	213.547	4.1172
20	202.347	214.08	2.5782
21	202.347	214.08	5.2103
22	202.347	214.08	3.8687
23	202.347	215.147	3.3736
24	202.347	215.947	5.7032
25	202.347	216.747	5.5625
26	202.347	216.747	4.1138
27	202.347	216.747	5.0102
28	202.347	216.213	5.3799
29	202.347	218.08	5.1889
30	202.347	214.347	3.3252
31	202.347	220.213	4.8579
32	202.347	214.08	3.5402
33	202.347	213.813	1.943
34	202.347	213.013	3.7101
35	202.347	213.813	2.4336
36	202.347	216.48	1.9624
37	202.347	215.947	3.9589
38	202.347	215.68	3.7271
39	202.347	216.48	3.6135
40	202.347	213.28	3.4524
41	202.347	213.547	3.3132
42	202.347	215.413	3.4331
43	202.347	217.28	3.4657
44	202.347	213.547	3.4705
45	202.347	213.813	3.1879
46	202.347	216.48	1.7173
47	202.347	213.813	3.0102
48	202.347	215.68	1.6672
49	202.347	221.547	1.3441
50	202.347	213.813	2.4708
51	202.347	214.347	2.03
52	202.347	214.613	1.8629
53	202.347	215.947	7.1071
54	202.347	215.413	5.8278
55	202.347	221.813	4.7985
56	202.347	213.813	3.4685
57	202.347	219.147	7.5997
58	202.347	216.48	5.3147
59	202.347	216.213	3.7953
60	202.347	215.147	5.6619
61	202.347	215.413	4.2128
62	202.347	214.88	2.8134
63	202.347	215.68	5.528
64	202.347	216.48	4.0925
65	202.347	216.213	3.5154
66	202.347	214.347	5.4492
67	202.347	214.613	4.0884
68	202.347	213.547	3.5475
69	202.347	213.547	3.0362
70	202.347	216.48	5.5777
71	202.347	218.613	5.6277
72	202.347	216.747	3.8128
73	202.347	214.88	5.1779
74	202.347	215.947	3.8481
75	202.347	214.613	2.2177
76	202.347	214.347	3.8091
77	202.347	216.213	2.5383
78	202.347	218.347	1.9349
79	202.347	215.413	3.7749
80	202.347	214.88	2.5865
81	202.347	213.547	1.8826
82	202.347	214.347	1.6527
83	202.347	216.747	3.8341
84	202.347	217.28	3.8253
85	202.347	217.547	3.6696
86	202.347	215.147	3.7765
87	202.347	214.613	3.2012
88	202.347	218.613	1.8208
89	202.347	215.413	2.7933
90	202.347	217.013	1.4862
91	202.347	221.813	0.8881
92	202.347	216.213	6.556
93	202.347	213.813	5.182
94	202.347	213.013	3.7822
95	202.347	213.547	3.0164
96	202.347	215.68	5.3318
97	202.347	215.68	5.3406
98	202.347	214.88	3.7376
